p.geomean	stat.mean	p.val	q.val	set.size	exp1	GO_id	GO_term
0.185397987946152	-0.909881758361708	0.185397987946152	0.776905854250544	17	0.185397987946152	GO:0099503	secretory vesicle
0.233551145288505	-0.730977234325486	0.233551145288505	0.86392765398573	40	0.233551145288505	GO:0098588	bounding membrane of organelle
0.238955429875109	-0.711679139751021	0.238955429875109	0.86392765398573	72	0.238955429875109	GO:0071944	cell periphery
0.255251352313966	-0.669894802263853	0.255251352313966	0.86392765398573	13	0.255251352313966	GO:0000323	lytic vacuole
0.255251352313966	-0.669894802263853	0.255251352313966	0.86392765398573	13	0.255251352313966	GO:0005764	lysosome
0.255251352313966	-0.669894802263853	0.255251352313966	0.86392765398573	13	0.255251352313966	GO:0005773	vacuole
0.290752872108837	-0.552704837671949	0.290752872108837	0.94763899057695	65	0.290752872108837	GO:0005886	plasma membrane
0.319452628569365	-0.474417853155833	0.319452628569365	0.984210304343693	15	0.319452628569365	GO:0070161	anchoring junction
0.342996540006398	-0.410155040968934	0.342996540006398	0.984210304343693	12	0.342996540006398	GO:0019866	organelle inner membrane
0.346155062145026	-0.401566386845052	0.346155062145027	0.984210304343693	12	0.346155062145026	GO:0030141	secretory granule
0.353280459026289	-0.382887363215745	0.353280459026289	0.984210304343693	10	0.353280459026289	GO:0005929	cilium
0.366632855059879	-0.345882950975591	0.366632855059879	0.984210304343693	11	0.366632855059879	GO:0005743	mitochondrial inner membrane
0.435366587943572	-0.164574098380379	0.435366587943572	0.984210304343693	13	0.435366587943572	GO:0000139	Golgi membrane
0.438798954382937	-0.154160381687372	0.438798954382937	0.984210304343693	137	0.438798954382937	GO:0016020	membrane
0.461670830399784	-0.0962937750505937	0.461670830399784	0.984210304343693	181	0.461670830399784	GO:0005737	cytoplasm
0.471205688813797	-0.0729881596490789	0.471205688813797	0.984210304343693	14	0.471205688813797	GO:0005768	endosome
0.510731734683335	0.0273204062389205	0.510731734683335	0.984210304343693	10	0.510731734683335	GO:0099513	polymeric cytoskeletal fiber
0.535064382487097	0.0891747493079778	0.535064382487097	0.984210304343693	11	0.535064382487097	GO:0005730	nucleolus
0.557235462652053	0.144604028301556	0.557235462652053	0.984210304343693	30	0.557235462652053	GO:0005783	endoplasmic reticulum
0.568112921590814	0.172431086176121	0.568112921590814	0.984210304343693	27	0.568112921590814	GO:0005794	Golgi apparatus
0.576636653990682	0.19401737292331	0.576636653990682	0.984210304343693	36	0.576636653990682	GO:0005856	cytoskeleton
0.593631070389946	0.237356361917968	0.593631070389946	0.984210304343693	69	0.593631070389946	GO:0012505	endomembrane system
0.596682385274704	0.244929506946179	0.596682385274704	0.984210304343693	205	0.596682385274704	GO:0005622	intracellular anatomical structure
0.602580843245041	0.261426396136554	0.602580843245041	0.984210304343693	26	0.602580843245041	GO:0015630	microtubule cytoskeleton
0.602644984195977	0.261357611943814	0.602644984195977	0.984210304343693	36	0.602644984195977	GO:0005739	mitochondrion
0.607185551463387	0.273688210432442	0.607185551463387	0.984210304343693	26	0.607185551463387	GO:0031967	organelle envelope
0.61357408632521	0.291756280766589	0.61357408632521	0.984210304343693	14	0.61357408632521	GO:0099081	supramolecular polymer
0.61357408632521	0.291756280766589	0.61357408632521	0.984210304343693	14	0.61357408632521	GO:0099512	supramolecular fiber
0.617962064641183	0.300655677039603	0.617962064641183	0.984210304343693	92	0.617962064641183	GO:0005829	cytosol
0.621038441268228	0.308392739323596	0.621038441268228	0.984210304343693	231	0.621038441268228	GO:0110165	cellular anatomical structure
0.621054089801417	0.312313865924771	0.621054089801417	0.984210304343693	12	0.621054089801417	GO:1990234	transferase complex
0.622876460131029	0.31328181887175	0.622876460131029	0.984210304343693	183	0.622876460131029	GO:0043229	intracellular organelle
0.630720162635431	0.336450715371524	0.630720162635431	0.984210304343693	21	0.630720162635431	GO:0005740	mitochondrial envelope
0.630720162635431	0.336450715371524	0.630720162635431	0.984210304343693	21	0.630720162635431	GO:0031966	mitochondrial membrane
0.671168475871514	0.4484367277629	0.671168475871514	0.984210304343693	14	0.671168475871514	GO:0000785	chromatin
0.675433937054689	0.46317457751427	0.675433937054689	0.984210304343693	10	0.675433937054689	GO:0015629	actin cytoskeleton
0.684491220940058	0.484226059196604	0.684491220940058	0.984210304343693	21	0.684491220940058	GO:0031984	organelle subcompartment
0.711752748359177	0.558977736748	0.711752748359177	0.984210304343693	198	0.711752748359177	GO:0043226	organelle
0.733063087254673	0.630044215061973	0.733063087254673	0.984210304343693	15	0.733063087254673	GO:0140535	intracellular protein-containing complex
0.746079442883617	0.667222813308687	0.746079442883617	0.984210304343693	25	0.746079442883617	GO:1902494	catalytic complex
0.750163466926878	0.675731785031089	0.750163466926878	0.984210304343693	171	0.750163466926878	GO:0043231	intracellular membrane-bounded organelle
0.758684480241639	0.715958412943138	0.758684480241639	0.984210304343693	14	0.758684480241639	GO:0016604	nuclear body
0.769571794541502	0.747364113606206	0.769571794541502	0.984210304343693	16	0.769571794541502	GO:0005789	endoplasmic reticulum membrane
0.769571794541502	0.747364113606206	0.769571794541502	0.984210304343693	16	0.769571794541502	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
0.769571794541502	0.747364113606206	0.769571794541502	0.984210304343693	16	0.769571794541502	GO:0098827	endoplasmic reticulum subcompartment
0.774321546850158	0.756034215061551	0.774321546850158	0.984210304343693	54	0.774321546850158	GO:0031982	vesicle
0.80823836733687	0.880664278216031	0.80823836733687	0.984210304343693	22	0.80823836733687	GO:0099080	supramolecular complex
0.835877745278192	0.995264753935393	0.835877745278192	0.984210304343693	15	0.835877745278192	GO:0005815	microtubule organizing center
0.842400903323733	1.03024991248112	0.842400903323733	0.984210304343693	11	0.842400903323733	GO:0005813	centrosome
0.85186499921537	1.04807040013062	0.85186499921537	0.984210304343693	77	0.85186499921537	GO:0043228	membraneless organelle
0.85186499921537	1.04807040013062	0.85186499921537	0.984210304343693	77	0.85186499921537	GO:0043232	intracellular membraneless organelle
0.857626099544785	1.07126671355377	0.857626099544785	0.984210304343693	186	0.857626099544785	GO:0043227	membrane-bounded organelle
0.893522132205952	1.32410659949479	0.893522132205952	0.984210304343693	11	0.893522132205952	GO:1990904	ribonucleoprotein complex
0.918650023177092	1.42023457142025	0.918650023177092	0.984210304343693	24	0.918650023177092	GO:0140513	nuclear protein-containing complex
0.945584716879057	1.63284856548132	0.945584716879057	0.984210304343693	26	0.945584716879057	GO:0005694	chromosome
0.955238216604259	1.70620969110726	0.955238216604259	0.984210304343693	102	0.955238216604259	GO:0005634	nucleus
0.962583374660367	1.79581017234644	0.962583374660367	0.984210304343693	67	0.962583374660367	GO:0031981	nuclear lumen
0.965007772646869	1.82407274534814	0.965007772646869	0.984210304343693	83	0.965007772646869	GO:0032991	protein-containing complex
0.978495568885525	2.04500722078918	0.978495568885525	0.984210304343693	63	0.978495568885525	GO:0005654	nucleoplasm
0.979577633367611	2.0944410238049	0.979577633367611	0.984210304343693	29	0.979577633367611	GO:0043230	extracellular organelle
0.979577633367611	2.0944410238049	0.979577633367611	0.984210304343693	29	0.979577633367611	GO:0065010	extracellular membrane-bounded organelle
0.979577633367611	2.0944410238049	0.979577633367611	0.984210304343693	29	0.979577633367611	GO:0070062	extracellular exosome
0.979577633367611	2.0944410238049	0.979577633367611	0.984210304343693	29	0.979577633367611	GO:1903561	extracellular vesicle
0.980989562851505	2.10144006143811	0.980989562851505	0.984210304343693	53	0.980989562851505	GO:0005576	extracellular region
0.983458878796005	2.16544843887946	0.983458878796005	0.984210304343693	45	0.983458878796005	GO:0005615	extracellular space
0.984210304343693	2.16909795991436	0.984210304343693	0.984210304343693	81	0.984210304343693	GO:0031974	membrane-enclosed lumen
0.984210304343693	2.16909795991436	0.984210304343693	0.984210304343693	81	0.984210304343693	GO:0043233	organelle lumen
0.984210304343693	2.16909795991436	0.984210304343693	0.984210304343693	81	0.984210304343693	GO:0070013	intracellular organelle lumen
NA	NA	NA	NA	0	NA	GO:0000015	phosphopyruvate hydratase complex
NA	NA	NA	NA	0	NA	GO:0000109	nucleotide-excision repair complex
NA	NA	NA	NA	0	NA	GO:0000110	nucleotide-excision repair factor 1 complex
NA	NA	NA	NA	0	NA	GO:0000111	nucleotide-excision repair factor 2 complex
NA	NA	NA	NA	0	NA	GO:0000112	nucleotide-excision repair factor 3 complex
NA	NA	NA	NA	0	NA	GO:0000118	histone deacetylase complex
NA	NA	NA	NA	0	NA	GO:0000120	RNA polymerase I transcription regulator complex
NA	NA	NA	NA	1	NA	GO:0000123	histone acetyltransferase complex
NA	NA	NA	NA	0	NA	GO:0000124	SAGA complex
NA	NA	NA	NA	0	NA	GO:0000126	transcription factor TFIIIB complex
NA	NA	NA	NA	0	NA	GO:0000127	transcription factor TFIIIC complex
NA	NA	NA	NA	0	NA	GO:0000137	Golgi cis cisterna
NA	NA	NA	NA	0	NA	GO:0000138	Golgi trans cisterna
NA	NA	NA	NA	1	NA	GO:0000145	exocyst
NA	NA	NA	NA	7	NA	GO:0000151	ubiquitin ligase complex
NA	NA	NA	NA	2	NA	GO:0000152	nuclear ubiquitin ligase complex
NA	NA	NA	NA	0	NA	GO:0000153	cytoplasmic ubiquitin ligase complex
NA	NA	NA	NA	0	NA	GO:0000159	protein phosphatase type 2A complex
NA	NA	NA	NA	0	NA	GO:0000164	protein phosphatase type 1 complex
NA	NA	NA	NA	0	NA	GO:0000172	ribonuclease MRP complex
NA	NA	NA	NA	0	NA	GO:0000176	nuclear exosome (RNase complex)
NA	NA	NA	NA	0	NA	GO:0000177	cytoplasmic exosome (RNase complex)
NA	NA	NA	NA	0	NA	GO:0000178	exosome (RNase complex)
NA	NA	NA	NA	0	NA	GO:0000214	tRNA-intron endonuclease complex
NA	NA	NA	NA	0	NA	GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain
NA	NA	NA	NA	1	NA	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
NA	NA	NA	NA	6	NA	GO:0000228	nuclear chromosome
NA	NA	NA	NA	0	NA	GO:0000235	astral microtubule
NA	NA	NA	NA	1	NA	GO:0000242	pericentriolar material
NA	NA	NA	NA	1	NA	GO:0000243	commitment complex
NA	NA	NA	NA	0	NA	GO:0000262	mitochondrial chromosome
NA	NA	NA	NA	0	NA	GO:0000307	cyclin-dependent protein kinase holoenzyme complex
NA	NA	NA	NA	0	NA	GO:0000308	cytoplasmic cyclin-dependent protein kinase holoenzyme complex
NA	NA	NA	NA	1	NA	GO:0000313	organellar ribosome
NA	NA	NA	NA	0	NA	GO:0000314	organellar small ribosomal subunit
NA	NA	NA	NA	1	NA	GO:0000315	organellar large ribosomal subunit
NA	NA	NA	NA	0	NA	GO:0000322	storage vacuole
NA	NA	NA	NA	0	NA	GO:0000333	telomerase catalytic core complex
NA	NA	NA	NA	0	NA	GO:0000346	transcription export complex
NA	NA	NA	NA	0	NA	GO:0000347	THO complex
NA	NA	NA	NA	0	NA	GO:0000407	phagophore assembly site
NA	NA	NA	NA	0	NA	GO:0000408	EKC/KEOPS complex
NA	NA	NA	NA	1	NA	GO:0000417	HIR complex
NA	NA	NA	NA	1	NA	GO:0000421	autophagosome membrane
NA	NA	NA	NA	2	NA	GO:0000428	DNA-directed RNA polymerase complex
NA	NA	NA	NA	0	NA	GO:0000438	core TFIIH complex portion of holo TFIIH complex
NA	NA	NA	NA	0	NA	GO:0000439	transcription factor TFIIH core complex
NA	NA	NA	NA	0	NA	GO:0000444	MIS12/MIND type complex
NA	NA	NA	NA	0	NA	GO:0000445	THO complex part of transcription export complex
NA	NA	NA	NA	0	NA	GO:0000502	proteasome complex
NA	NA	NA	NA	0	NA	GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
NA	NA	NA	NA	2	NA	GO:0000775	chromosome, centromeric region
NA	NA	NA	NA	2	NA	GO:0000776	kinetochore
NA	NA	NA	NA	2	NA	GO:0000779	condensed chromosome, centromeric region
NA	NA	NA	NA	6	NA	GO:0000781	chromosome, telomeric region
NA	NA	NA	NA	1	NA	GO:0000782	telomere cap complex
NA	NA	NA	NA	1	NA	GO:0000783	nuclear telomere cap complex
NA	NA	NA	NA	0	NA	GO:0000786	nucleosome
NA	NA	NA	NA	1	NA	GO:0000791	euchromatin
NA	NA	NA	NA	1	NA	GO:0000792	heterochromatin
NA	NA	NA	NA	6	NA	GO:0000793	condensed chromosome
NA	NA	NA	NA	3	NA	GO:0000794	condensed nuclear chromosome
NA	NA	NA	NA	1	NA	GO:0000795	synaptonemal complex
NA	NA	NA	NA	1	NA	GO:0000796	condensin complex
NA	NA	NA	NA	1	NA	GO:0000800	lateral element
NA	NA	NA	NA	0	NA	GO:0000801	central element
NA	NA	NA	NA	0	NA	GO:0000802	transverse filament
NA	NA	NA	NA	1	NA	GO:0000803	sex chromosome
NA	NA	NA	NA	0	NA	GO:0000805	X chromosome
NA	NA	NA	NA	0	NA	GO:0000806	Y chromosome
NA	NA	NA	NA	0	NA	GO:0000808	origin recognition complex
NA	NA	NA	NA	0	NA	GO:0000811	GINS complex
NA	NA	NA	NA	0	NA	GO:0000812	Swr1 complex
NA	NA	NA	NA	0	NA	GO:0000813	ESCRT I complex
NA	NA	NA	NA	0	NA	GO:0000814	ESCRT II complex
NA	NA	NA	NA	0	NA	GO:0000815	ESCRT III complex
NA	NA	NA	NA	0	NA	GO:0000835	ER ubiquitin ligase complex
NA	NA	NA	NA	0	NA	GO:0000836	Hrd1p ubiquitin ligase complex
NA	NA	NA	NA	0	NA	GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex
NA	NA	NA	NA	2	NA	GO:0000922	spindle pole
NA	NA	NA	NA	1	NA	GO:0000930	gamma-tubulin complex
NA	NA	NA	NA	1	NA	GO:0000931	gamma-tubulin ring complex
NA	NA	NA	NA	5	NA	GO:0000932	P-body
NA	NA	NA	NA	0	NA	GO:0000938	GARP complex
NA	NA	NA	NA	1	NA	GO:0000939	inner kinetochore
NA	NA	NA	NA	0	NA	GO:0000940	outer kinetochore
NA	NA	NA	NA	0	NA	GO:0000974	Prp19 complex
NA	NA	NA	NA	1	NA	GO:0001401	SAM complex
NA	NA	NA	NA	0	NA	GO:0001405	PAM complex, Tim23 associated import motor
NA	NA	NA	NA	0	NA	GO:0001518	voltage-gated sodium channel complex
NA	NA	NA	NA	0	NA	GO:0001520	outer dense fiber
NA	NA	NA	NA	0	NA	GO:0001527	microfibril
NA	NA	NA	NA	0	NA	GO:0001533	cornified envelope
NA	NA	NA	NA	0	NA	GO:0001534	radial spoke
NA	NA	NA	NA	0	NA	GO:0001535	radial spoke head
NA	NA	NA	NA	0	NA	GO:0001536	radial spoke stalk
NA	NA	NA	NA	3	NA	GO:0001650	fibrillar center
NA	NA	NA	NA	0	NA	GO:0001651	dense fibrillar component
NA	NA	NA	NA	0	NA	GO:0001652	granular component
NA	NA	NA	NA	2	NA	GO:0001669	acrosomal vesicle
NA	NA	NA	NA	1	NA	GO:0001673	male germ cell nucleus
NA	NA	NA	NA	0	NA	GO:0001674	female germ cell nucleus
NA	NA	NA	NA	2	NA	GO:0001725	stress fiber
NA	NA	NA	NA	3	NA	GO:0001726	ruffle
NA	NA	NA	NA	0	NA	GO:0001739	sex chromatin
NA	NA	NA	NA	0	NA	GO:0001740	Barr body
NA	NA	NA	NA	1	NA	GO:0001741	XY body
NA	NA	NA	NA	0	NA	GO:0001750	photoreceptor outer segment
NA	NA	NA	NA	2	NA	GO:0001772	immunological synapse
NA	NA	NA	NA	1	NA	GO:0001891	phagocytic cup
NA	NA	NA	NA	1	NA	GO:0001917	photoreceptor inner segment
NA	NA	NA	NA	1	NA	GO:0001931	uropod
NA	NA	NA	NA	0	NA	GO:0001939	female pronucleus
NA	NA	NA	NA	0	NA	GO:0001940	male pronucleus
NA	NA	NA	NA	0	NA	GO:0002079	inner acrosomal membrane
NA	NA	NA	NA	0	NA	GO:0002080	acrosomal membrane
NA	NA	NA	NA	0	NA	GO:0002081	outer acrosomal membrane
NA	NA	NA	NA	0	NA	GO:0002095	caveolar macromolecular signaling complex
NA	NA	NA	NA	0	NA	GO:0002096	polkadots
NA	NA	NA	NA	0	NA	GO:0002102	podosome
NA	NA	NA	NA	0	NA	GO:0002116	semaphorin receptor complex
NA	NA	NA	NA	0	NA	GO:0002133	polycystin complex
NA	NA	NA	NA	0	NA	GO:0002139	stereocilia coupling link
NA	NA	NA	NA	0	NA	GO:0002140	stereocilia tip link
NA	NA	NA	NA	0	NA	GO:0002141	stereocilia ankle link
NA	NA	NA	NA	0	NA	GO:0002142	stereocilia ankle link complex
NA	NA	NA	NA	0	NA	GO:0002144	cytosolic tRNA wobble base thiouridylase complex
NA	NA	NA	NA	0	NA	GO:0002177	manchette
NA	NA	NA	NA	0	NA	GO:0002178	palmitoyltransferase complex
NA	NA	NA	NA	0	NA	GO:0002189	ribose phosphate diphosphokinase complex
NA	NA	NA	NA	0	NA	GO:0002193	MAML1-RBP-Jkappa- ICN1 complex
NA	NA	NA	NA	0	NA	GO:0002199	zona pellucida receptor complex
NA	NA	NA	NA	0	NA	GO:0002944	cyclin K-CDK12 complex
NA	NA	NA	NA	0	NA	GO:0002945	cyclin K-CDK13 complex
NA	NA	NA	NA	0	NA	GO:0002947	tumor necrosis factor receptor superfamily complex
NA	NA	NA	NA	0	NA	GO:0005577	fibrinogen complex
NA	NA	NA	NA	0	NA	GO:0005579	membrane attack complex
NA	NA	NA	NA	2	NA	GO:0005581	collagen trimer
NA	NA	NA	NA	0	NA	GO:0005582	collagen type XV trimer
NA	NA	NA	NA	0	NA	GO:0005583	fibrillar collagen trimer
NA	NA	NA	NA	0	NA	GO:0005584	collagen type I trimer
NA	NA	NA	NA	0	NA	GO:0005585	collagen type II trimer
NA	NA	NA	NA	0	NA	GO:0005586	collagen type III trimer
NA	NA	NA	NA	0	NA	GO:0005587	collagen type IV trimer
NA	NA	NA	NA	0	NA	GO:0005588	collagen type V trimer
NA	NA	NA	NA	0	NA	GO:0005589	collagen type VI trimer
NA	NA	NA	NA	0	NA	GO:0005590	collagen type VII trimer
NA	NA	NA	NA	0	NA	GO:0005591	collagen type VIII trimer
NA	NA	NA	NA	0	NA	GO:0005592	collagen type XI trimer
NA	NA	NA	NA	0	NA	GO:0005593	FACIT collagen trimer
NA	NA	NA	NA	0	NA	GO:0005594	collagen type IX trimer
NA	NA	NA	NA	0	NA	GO:0005595	collagen type XII trimer
NA	NA	NA	NA	0	NA	GO:0005596	collagen type XIV trimer
NA	NA	NA	NA	0	NA	GO:0005597	collagen type XVI trimer
NA	NA	NA	NA	0	NA	GO:0005599	collagen type X trimer
NA	NA	NA	NA	0	NA	GO:0005600	collagen type XIII trimer
NA	NA	NA	NA	0	NA	GO:0005602	complement component C1 complex
NA	NA	NA	NA	2	NA	GO:0005604	basement membrane
NA	NA	NA	NA	0	NA	GO:0005606	laminin-1 complex
NA	NA	NA	NA	0	NA	GO:0005607	laminin-2 complex
NA	NA	NA	NA	0	NA	GO:0005608	laminin-3 complex
NA	NA	NA	NA	0	NA	GO:0005610	laminin-5 complex
NA	NA	NA	NA	0	NA	GO:0005614	interstitial matrix
NA	NA	NA	NA	6	NA	GO:0005635	nuclear envelope
NA	NA	NA	NA	1	NA	GO:0005637	nuclear inner membrane
NA	NA	NA	NA	0	NA	GO:0005638	lamin filament
NA	NA	NA	NA	0	NA	GO:0005640	nuclear outer membrane
NA	NA	NA	NA	0	NA	GO:0005641	nuclear envelope lumen
NA	NA	NA	NA	0	NA	GO:0005642	annulate lamellae
NA	NA	NA	NA	2	NA	GO:0005643	nuclear pore
NA	NA	NA	NA	0	NA	GO:0005652	nuclear lamina
NA	NA	NA	NA	0	NA	GO:0005655	nucleolar ribonuclease P complex
NA	NA	NA	NA	0	NA	GO:0005656	nuclear pre-replicative complex
NA	NA	NA	NA	0	NA	GO:0005657	replication fork
NA	NA	NA	NA	0	NA	GO:0005658	alpha DNA polymerase:primase complex
NA	NA	NA	NA	0	NA	GO:0005662	DNA replication factor A complex
NA	NA	NA	NA	0	NA	GO:0005663	DNA replication factor C complex
NA	NA	NA	NA	0	NA	GO:0005664	nuclear origin of replication recognition complex
NA	NA	NA	NA	1	NA	GO:0005665	RNA polymerase II, core complex
NA	NA	NA	NA	2	NA	GO:0005666	RNA polymerase III complex
NA	NA	NA	NA	6	NA	GO:0005667	transcription regulator complex
NA	NA	NA	NA	0	NA	GO:0005668	RNA polymerase transcription factor SL1 complex
NA	NA	NA	NA	0	NA	GO:0005669	transcription factor TFIID complex
NA	NA	NA	NA	0	NA	GO:0005672	transcription factor TFIIA complex
NA	NA	NA	NA	0	NA	GO:0005673	transcription factor TFIIE complex
NA	NA	NA	NA	0	NA	GO:0005674	transcription factor TFIIF complex
NA	NA	NA	NA	0	NA	GO:0005675	transcription factor TFIIH holo complex
NA	NA	NA	NA	0	NA	GO:0005677	chromatin silencing complex
NA	NA	NA	NA	0	NA	GO:0005680	anaphase-promoting complex
NA	NA	NA	NA	3	NA	GO:0005681	spliceosomal complex
NA	NA	NA	NA	1	NA	GO:0005682	U5 snRNP
NA	NA	NA	NA	1	NA	GO:0005683	U7 snRNP
NA	NA	NA	NA	2	NA	GO:0005684	U2-type spliceosomal complex
NA	NA	NA	NA	1	NA	GO:0005685	U1 snRNP
NA	NA	NA	NA	2	NA	GO:0005686	U2 snRNP
NA	NA	NA	NA	1	NA	GO:0005687	U4 snRNP
NA	NA	NA	NA	0	NA	GO:0005688	U6 snRNP
NA	NA	NA	NA	2	NA	GO:0005689	U12-type spliceosomal complex
NA	NA	NA	NA	0	NA	GO:0005690	U4atac snRNP
NA	NA	NA	NA	0	NA	GO:0005691	U6atac snRNP
NA	NA	NA	NA	0	NA	GO:0005692	U11 snRNP
NA	NA	NA	NA	1	NA	GO:0005697	telomerase holoenzyme complex
NA	NA	NA	NA	0	NA	GO:0005700	polytene chromosome
NA	NA	NA	NA	0	NA	GO:0005712	chiasma
NA	NA	NA	NA	0	NA	GO:0005713	recombination nodule
NA	NA	NA	NA	0	NA	GO:0005715	late recombination nodule
NA	NA	NA	NA	0	NA	GO:0005721	pericentric heterochromatin
NA	NA	NA	NA	0	NA	GO:0005726	perichromatin fibrils
NA	NA	NA	NA	0	NA	GO:0005731	nucleolus organizer region
NA	NA	NA	NA	0	NA	GO:0005732	sno(s)RNA-containing ribonucleoprotein complex
NA	NA	NA	NA	1	NA	GO:0005736	RNA polymerase I complex
NA	NA	NA	NA	9	NA	GO:0005741	mitochondrial outer membrane
NA	NA	NA	NA	2	NA	GO:0005742	mitochondrial outer membrane translocase complex
NA	NA	NA	NA	0	NA	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex
NA	NA	NA	NA	0	NA	GO:0005745	m-AAA complex
NA	NA	NA	NA	0	NA	GO:0005757	mitochondrial permeability transition pore complex
NA	NA	NA	NA	1	NA	GO:0005758	mitochondrial intermembrane space
NA	NA	NA	NA	7	NA	GO:0005759	mitochondrial matrix
NA	NA	NA	NA	0	NA	GO:0005760	gamma DNA polymerase complex
NA	NA	NA	NA	1	NA	GO:0005761	mitochondrial ribosome
NA	NA	NA	NA	1	NA	GO:0005762	mitochondrial large ribosomal subunit
NA	NA	NA	NA	0	NA	GO:0005763	mitochondrial small ribosomal subunit
NA	NA	NA	NA	6	NA	GO:0005765	lysosomal membrane
NA	NA	NA	NA	6	NA	GO:0005766	primary lysosome
NA	NA	NA	NA	1	NA	GO:0005767	secondary lysosome
NA	NA	NA	NA	6	NA	GO:0005769	early endosome
NA	NA	NA	NA	2	NA	GO:0005770	late endosome
NA	NA	NA	NA	0	NA	GO:0005771	multivesicular body
NA	NA	NA	NA	6	NA	GO:0005774	vacuolar membrane
NA	NA	NA	NA	3	NA	GO:0005775	vacuolar lumen
NA	NA	NA	NA	1	NA	GO:0005776	autophagosome
NA	NA	NA	NA	2	NA	GO:0005777	peroxisome
NA	NA	NA	NA	2	NA	GO:0005778	peroxisomal membrane
NA	NA	NA	NA	0	NA	GO:0005782	peroxisomal matrix
NA	NA	NA	NA	0	NA	GO:0005784	Sec61 translocon complex
NA	NA	NA	NA	0	NA	GO:0005785	signal recognition particle receptor complex
NA	NA	NA	NA	0	NA	GO:0005786	signal recognition particle, endoplasmic reticulum targeting
NA	NA	NA	NA	0	NA	GO:0005787	signal peptidase complex
NA	NA	NA	NA	7	NA	GO:0005788	endoplasmic reticulum lumen
NA	NA	NA	NA	0	NA	GO:0005790	smooth endoplasmic reticulum
NA	NA	NA	NA	0	NA	GO:0005791	rough endoplasmic reticulum
NA	NA	NA	NA	0	NA	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment
NA	NA	NA	NA	0	NA	GO:0005795	Golgi stack
NA	NA	NA	NA	2	NA	GO:0005796	Golgi lumen
NA	NA	NA	NA	0	NA	GO:0005797	Golgi medial cisterna
NA	NA	NA	NA	4	NA	GO:0005798	Golgi-associated vesicle
NA	NA	NA	NA	1	NA	GO:0005801	cis-Golgi network
NA	NA	NA	NA	5	NA	GO:0005802	trans-Golgi network
NA	NA	NA	NA	3	NA	GO:0005811	lipid droplet
NA	NA	NA	NA	4	NA	GO:0005814	centriole
NA	NA	NA	NA	0	NA	GO:0005818	aster
NA	NA	NA	NA	8	NA	GO:0005819	spindle
